Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),CL/OL Fueling* (status),Closed Loop Fueling Target* (estimated AFR),Engine Load*  (g/rev),Engine Speed (rpm),Feedback Knock Correction* (degrees),Fine Learning Knock Correction* (degrees),Fuel Injector #1 Latency (Direct)* (ms),Fuel Injector #1 Pulse Width (ms),Fuel Injector #1 Pulse Width (Direct)* (ms),Fuel Injector #1 Pulse Width Pre_Low-PW Compensation (ms),Fuel Pump Duty (%),Fueling Final Base* (estimated AFR),Gear (Calculated)* (position),IAM* (raw ecu value),Injector Duty Cycle (%),Manifold Absolute Pressure (psi),Manifold Relative Sea Level Pressure (Direct)* (psi relative sea level),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Sensor Voltage (V),Tip-in Enrichment (Last Calculated)* (raw enrichment value),Tip-in Throttle* (%),Turbo Dynamics Integral Cumulative* (absolute %),Turbo Dynamics Proportional* (absolute %),AEM UEGO Wideband [9600 baud] (AFR Gasoline)
1119,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.29,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
1232,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
1344,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.29,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
1456,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
1568,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
1680,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
1793,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
1905,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.29,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
2017,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
2128,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
2240,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
2352,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
2463,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.29,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
2575,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
2688,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.29,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
2801,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
2913,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
3025,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.29,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
3137,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
3249,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
3361,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.29,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
3473,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.29,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
3585,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
3696,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
3809,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
3921,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.50
4033,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
4145,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.60
4258,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
4370,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.29,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
4481,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
4594,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.29,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
4706,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
4818,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.29,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
4929,0.00,0.00,14.70,12.16,7,14.70,0.42,0,0.00,0.00,1.116,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.33,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
5041,0.00,0.00,14.70,9.76,7,14.70,0.42,0,0.00,0.00,1.164,0.00,0.000,0.000,0.00,0.00,6,16,0.00,14.36,-0.29,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.30
5153,0.00,0.00,14.70,10.24,7,14.70,0.42,0,0.00,0.00,1.508,1.28,0.300,1.152,74.90,14.59,6,16,0.00,14.36,-0.31,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
5265,0.00,0.00,14.70,10.64,7,14.70,0.42,114,0.00,0.00,1.364,1.54,0.300,1.152,74.90,14.59,6,16,0.15,14.36,-0.31,0.00,-1.70,0.68,0,0.0,0.00,0.00,16.40
5377,0.00,0.00,14.70,11.28,7,14.70,0.42,174,0.00,0.00,1.388,6.66,5.944,5.520,74.90,14.59,6,16,1.04,14.36,-1.20,0.00,-1.70,0.64,0,0.0,0.00,0.00,16.60
5489,0.00,0.00,14.70,11.76,7,14.49,0.42,1055,0.00,0.00,1.224,5.38,3.468,3.088,74.90,9.39,6,16,4.73,12.48,-3.38,0.00,-1.70,0.64,0,0.0,0.00,0.00,29.10
5601,0.00,0.00,14.70,11.60,7,14.49,0.39,1489,0.00,0.00,1.152,3.07,1.680,1.472,74.90,9.40,6,16,5.08,10.74,-7.17,0.00,-1.70,0.64,0,0.0,0.00,0.00,24.80
5713,0.00,0.00,14.70,11.68,7,14.49,0.31,1994,0.00,0.00,1.168,2.30,1.200,1.184,74.90,9.41,6,16,3.83,6.82,-9.07,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.60
5825,0.00,0.00,14.70,11.76,7,14.49,0.26,2142,0.00,0.00,1.160,2.05,0.948,1.004,74.90,9.69,6,16,3.65,4.93,-10.00,0.00,-2.01,0.64,0,0.0,0.00,0.00,12.80
5936,0.00,0.00,14.70,11.76,7,14.49,0.24,2066,0.00,0.00,1.160,1.79,0.848,0.944,74.90,9.96,6,16,2.99,4.35,-10.40,0.00,-2.01,0.64,0,0.0,0.00,0.00,12.40
6050,0.00,0.00,14.70,11.92,7,14.49,0.25,1917,0.00,0.00,1.156,1.79,0.864,0.976,74.90,10.22,6,16,2.86,4.21,-10.54,0.00,-1.70,0.64,0,0.0,0.00,0.00,11.90
6161,0.00,0.00,14.70,13.36,7,14.49,0.26,1787,0.00,0.00,1.076,1.79,0.952,1.044,74.90,10.46,6,16,2.67,4.21,-10.56,0.00,-1.70,0.64,0,0.0,0.00,0.00,11.70
6273,0.00,0.00,14.70,14.08,7,14.49,0.29,1704,0.00,0.00,0.984,1.79,1.000,1.088,74.90,10.69,6,16,2.41,4.21,-10.48,0.00,-1.70,0.64,0,0.0,0.00,0.00,11.50
6385,0.00,0.00,14.70,13.76,7,14.49,0.30,1576,0.00,0.00,0.944,1.79,1.060,1.132,74.90,10.90,6,16,2.35,4.21,-10.23,0.00,-1.70,0.64,0,0.0,0.00,0.00,11.40
6498,0.00,0.00,14.70,13.76,7,14.49,0.33,1470,0.00,0.00,0.940,2.05,1.108,1.176,74.90,11.10,6,16,2.20,4.50,-10.00,0.00,-1.70,0.64,0,0.0,0.00,0.00,10.90
6610,0.00,0.00,14.70,13.76,7,14.49,0.33,1440,0.00,0.00,0.940,2.05,1.108,1.196,74.90,11.29,6,16,2.46,4.79,-9.73,0.00,-1.70,0.64,0,0.0,0.00,0.00,10.60
6721,0.00,0.00,14.70,13.68,7,14.49,0.34,1459,0.00,0.00,0.940,1.79,1.100,1.176,74.90,11.46,6,16,2.51,5.08,-9.57,0.00,-1.70,0.64,0,0.0,0.00,0.00,10.30
6833,0.00,0.00,14.70,13.68,7,14.49,0.34,1466,0.00,0.00,0.940,1.79,1.096,1.160,74.90,11.63,6,16,2.19,5.08,-9.48,0.00,-1.70,0.64,0,0.0,0.00,0.00,10.30
6945,0.00,0.00,14.70,13.76,7,14.49,0.34,1481,0.00,0.00,0.940,1.79,1.064,1.124,74.90,11.78,6,16,2.21,5.22,-9.44,0.00,-1.70,0.64,0,0.0,0.00,0.00,10.70
7057,0.00,0.00,14.70,13.76,7,14.49,0.33,1497,0.00,0.00,0.940,1.79,1.032,1.112,74.90,11.92,6,16,2.25,5.22,-9.46,0.00,-1.70,0.64,0,0.0,0.00,0.00,11.00
7169,0.00,0.00,14.70,13.76,7,14.49,0.33,1496,0.00,0.00,0.944,1.79,1.020,1.100,74.90,12.05,6,16,2.23,5.22,-9.48,0.00,-1.70,0.64,0,0.0,0.00,0.00,11.60
7281,0.00,0.00,14.70,13.76,7,14.49,0.33,1510,0.00,0.00,0.944,1.79,1.000,1.100,74.90,12.17,6,16,2.25,5.22,-9.48,0.00,-1.70,0.64,0,0.0,0.00,0.00,12.10
7392,0.00,0.00,14.70,13.76,7,14.49,0.34,1478,0.00,0.00,0.940,1.79,1.020,1.128,74.90,12.28,6,16,2.21,5.22,-9.48,0.00,-1.70,0.64,0,0.0,0.00,0.00,12.50
7505,0.00,0.00,14.70,13.76,7,14.49,0.34,1446,0.00,0.00,0.940,1.79,1.020,1.100,74.90,12.29,6,16,2.17,5.22,-9.44,0.00,-1.70,0.64,0,0.0,0.00,0.00,12.70
7617,0.00,0.00,14.70,13.76,7,14.49,0.34,1463,0.00,0.00,0.940,1.79,1.000,1.072,74.90,12.39,6,16,2.19,5.22,-9.46,0.00,-1.70,0.64,0,0.0,0.00,0.00,12.90
7728,0.00,0.00,14.70,13.76,7,14.49,0.33,1465,0.00,0.00,0.940,1.79,0.976,1.056,74.90,12.49,6,16,2.19,5.22,-9.48,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.00
7841,0.00,0.00,14.70,13.76,7,14.49,0.33,1460,0.00,0.00,0.940,1.79,0.952,1.040,74.90,12.58,6,16,2.19,5.22,-9.53,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.10
7952,0.00,0.00,14.70,13.76,7,14.49,0.33,1460,0.00,0.00,0.940,1.79,0.948,1.040,74.90,12.65,6,16,2.18,5.22,-9.53,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.20
8064,0.00,0.00,14.70,13.76,7,14.49,0.32,1460,0.00,0.00,0.940,1.79,0.936,1.012,74.90,12.74,6,16,2.18,5.08,-9.57,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.30
8176,0.00,0.00,14.70,13.76,7,14.49,0.32,1453,0.00,0.00,0.940,1.79,0.912,1.016,74.90,12.81,6,16,2.17,5.08,-9.59,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.30
8288,0.00,0.00,14.70,13.76,7,14.49,0.32,1449,0.00,0.00,0.940,1.79,0.888,1.004,74.90,12.87,6,16,2.16,5.08,-9.63,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.50
8400,0.00,0.00,14.70,13.76,7,14.49,0.31,1437,0.00,0.00,0.940,1.79,0.892,0.988,74.90,12.93,6,16,2.15,5.08,-9.65,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.60
8512,0.00,0.00,14.70,13.76,7,14.49,0.32,1434,0.00,0.00,0.940,1.79,0.884,0.956,74.90,12.98,6,16,2.14,5.08,-9.71,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.60
8623,0.00,0.00,14.70,13.76,7,14.49,0.31,1431,0.00,0.00,0.940,1.79,0.856,0.964,74.90,12.99,6,16,2.14,4.93,-9.75,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
8735,0.00,0.00,14.70,13.76,7,14.49,0.31,1411,0.00,0.00,0.936,1.54,0.848,0.952,74.90,13.04,6,16,2.11,4.93,-9.80,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
8847,0.00,0.00,14.70,13.76,7,14.49,0.31,1414,0.00,0.00,0.940,1.79,0.852,0.940,74.90,13.09,6,16,2.11,4.93,-9.82,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.80
8959,0.00,0.00,14.70,13.76,7,14.49,0.31,1407,0.00,0.00,0.936,1.54,0.844,0.928,74.90,13.13,6,16,1.80,4.79,-9.84,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.80
9071,0.00,0.00,14.70,13.76,7,14.49,0.30,1398,0.00,0.00,0.940,1.54,0.824,0.916,74.90,13.18,6,16,1.79,4.79,-9.86,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
9184,0.00,0.00,14.70,13.84,7,14.49,0.30,1394,0.00,0.00,0.936,1.54,0.812,0.904,74.90,13.21,6,16,1.78,4.79,-9.92,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
9296,0.00,0.00,14.70,13.76,7,14.49,0.30,1388,0.00,0.00,0.936,1.54,0.804,0.896,74.90,13.25,6,16,1.78,4.79,-9.96,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
9408,0.00,0.00,14.70,13.84,7,14.49,0.30,1390,0.00,0.00,0.936,1.54,0.784,0.900,74.90,13.28,6,16,1.77,4.79,-10.00,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
9520,0.00,0.00,14.70,13.84,7,14.49,0.30,1376,0.00,0.00,0.936,1.54,0.800,0.892,74.90,13.29,6,16,1.76,4.64,-10.02,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
9632,0.00,0.00,14.70,13.76,7,14.49,0.30,1367,0.00,0.00,0.936,1.54,0.780,0.880,74.90,13.33,6,16,1.75,4.64,-10.04,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
9744,0.00,0.00,14.70,13.76,7,14.49,0.29,1360,0.00,0.00,0.932,1.54,0.776,0.896,74.90,13.36,6,16,1.74,4.64,-10.06,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
9855,0.00,0.00,14.70,13.76,7,14.49,0.29,1346,0.00,0.00,0.936,1.54,0.772,0.876,74.90,13.39,6,16,1.72,4.64,-10.07,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
9968,0.00,0.00,14.70,13.76,7,14.49,0.29,1345,0.00,0.00,0.940,1.54,0.780,0.892,74.90,13.41,6,16,1.72,4.64,-10.11,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
10079,0.00,0.00,14.70,13.76,7,14.49,0.30,1329,0.00,0.00,0.936,1.54,0.784,0.880,74.90,13.43,6,16,1.70,4.64,-10.11,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
10191,0.00,0.00,14.70,13.76,7,14.49,0.29,1344,0.00,0.00,0.940,1.54,0.768,0.880,74.90,13.45,6,16,1.71,4.50,-10.15,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
10303,0.00,0.00,14.70,13.76,7,14.49,0.30,1320,0.00,0.00,0.936,1.54,0.768,0.868,74.90,13.47,6,16,1.69,4.50,-10.15,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
10416,0.00,0.00,14.70,13.76,7,14.49,0.30,1320,0.00,0.00,0.936,1.54,0.780,0.876,74.90,13.49,6,16,1.69,4.50,-10.15,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
10528,0.00,0.00,14.70,13.76,7,14.49,0.30,1312,0.00,0.00,0.936,1.54,0.764,0.868,74.90,13.52,6,16,1.68,4.50,-10.15,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.80
10640,0.00,0.00,14.70,13.76,7,14.49,0.29,1320,0.00,0.00,0.940,1.54,0.756,0.876,74.90,13.54,6,16,1.69,4.50,-10.17,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.70
10752,0.00,0.00,14.70,13.84,7,14.49,0.30,1288,0.00,0.00,0.940,1.54,0.780,0.884,74.90,13.56,6,16,1.65,4.50,-10.19,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.80
10864,0.00,0.00,14.70,13.76,7,14.49,0.30,1288,0.00,0.00,0.936,1.54,0.776,0.872,74.90,13.57,6,16,1.65,4.50,-10.19,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.80
10975,0.00,0.00,14.70,13.76,7,14.49,0.30,1289,0.00,0.00,0.940,1.54,0.768,0.872,74.90,13.59,6,16,1.64,4.50,-10.17,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.80
11088,0.00,0.00,14.70,13.76,7,14.49,0.30,1288,0.00,0.00,0.936,1.54,0.768,0.880,74.90,13.61,6,16,1.65,4.50,-10.19,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.90
11200,0.00,0.00,14.70,13.76,7,14.49,0.30,1262,0.00,0.00,0.936,1.54,0.776,0.888,74.90,13.62,6,16,1.61,4.50,-10.19,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.80
11312,0.00,0.00,14.70,13.76,7,14.49,0.30,1277,0.00,0.00,0.936,1.54,0.780,0.896,74.90,13.63,6,16,1.62,4.50,-10.15,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.80
11424,0.00,0.00,14.70,13.76,7,14.49,0.30,1257,0.00,0.00,0.936,1.54,0.784,0.884,74.90,13.65,6,16,1.61,4.50,-10.15,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.90
11536,0.00,0.00,14.70,13.76,7,14.49,0.30,1264,0.00,0.00,0.936,1.54,0.780,0.884,74.90,13.67,6,16,1.62,4.50,-10.15,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.80
11648,0.00,0.00,14.70,13.84,7,14.49,0.30,1260,0.00,0.00,0.940,1.54,0.780,0.884,74.90,13.69,6,16,1.61,4.50,-10.13,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.90
11759,0.00,0.00,14.70,13.76,7,14.49,0.30,1250,0.00,0.00,0.936,1.54,0.800,0.892,74.90,13.70,6,16,1.59,4.50,-10.13,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.90
11872,0.00,0.00,14.70,13.76,7,14.49,0.31,1234,0.00,0.00,0.936,1.54,0.808,0.916,74.90,13.71,6,16,1.58,4.64,-10.09,0.00,-1.70,0.64,0,0.0,0.00,0.00,13.90
11983,0.00,0.00,14.70,13.76,7,14.49,0.31,1236,0.00,0.00,0.936,1.54,0.808,0.916,74.90,13.72,6,16,1.58,4.64,-10.06,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.00
12095,0.00,0.00,14.70,13.84,7,14.49,0.31,1225,0.00,0.00,0.940,1.54,0.812,0.932,74.90,13.74,6,16,1.56,4.64,-10.02,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.00
12207,0.00,0.00,14.70,13.76,7,14.49,0.32,1224,0.00,0.00,0.936,1.54,0.824,0.928,74.90,13.76,6,16,1.57,4.64,-9.94,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.00
12319,0.00,0.00,14.70,13.76,7,14.49,0.32,1224,0.00,0.00,0.936,1.54,0.832,0.940,74.90,13.72,6,16,1.57,4.79,-9.88,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.10
12430,0.00,0.00,14.70,13.76,7,14.49,0.33,1230,0.00,0.00,0.936,1.79,0.848,0.956,74.90,13.73,6,16,1.81,4.79,-9.84,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.10
12543,0.00,0.00,14.70,13.84,7,14.49,0.33,1218,0.00,0.00,0.936,1.79,0.872,0.964,74.90,13.75,6,16,1.82,4.79,-9.78,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.10
12654,0.00,0.00,14.70,13.84,7,14.49,0.33,1220,0.00,0.00,0.936,1.79,0.864,0.972,74.90,13.76,6,16,1.82,4.93,-9.73,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
12766,0.00,0.00,14.70,13.84,7,14.49,0.34,1231,0.00,0.00,0.936,1.79,0.888,0.980,74.90,13.77,6,16,1.84,4.93,-9.69,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.20
12879,0.00,0.00,14.70,13.84,7,14.49,0.34,1218,0.00,0.00,0.936,1.79,0.892,0.988,74.90,13.79,6,16,1.83,5.08,-9.67,0.00,-1.70,0.64,0,0.0,0.00,0.00,14.30
